fundHouse,schemeCode,fundName
UTI Mutual Fund,131573,UTI FTIF Series XX - II (1103 Days) - Growth Option -Direct
UTI Mutual Fund,131568,UTI FTIF Series XX - II (1103 Days) - Maturity Div Option
UTI Mutual Fund,131569,UTI FTIF Series XX - II (1103 Days) - Maturity Div Option - Direct
UTI Mutual Fund,131566,UTI FTIF Series XX - II (1103 Days) - Quarterly Div Option
UTI Mutual Fund,131567,UTI FTIF Series XX - II (1103 Days) - Quarterly Div Option - Direct
UTI Mutual Fund,132774,UTI FTIF Series XX - III (1100 Days) - Annual Div Option
UTI Mutual Fund,132779,UTI FTIF Series XX - III (1100 Days) - Annual Div Option - Direct
UTI Mutual Fund,132777,UTI FTIF Series XX - III (1100 Days) - Flexi Div Option
UTI Mutual Fund,131447,UTI FTIF Series XX - III (1100 Days) - Growth Option
UTI Mutual Fund,131448,UTI FTIF Series XX - III (1100 Days) - Growth Option - Direct
UTI Mutual Fund,132781,UTI FTIF Series XX - III (1100 Days) - Maturity Div Option
UTI Mutual Fund,132780,UTI FTIF Series XX - III (1100 Days) - Quarterly Div Option
UTI Mutual Fund,133076,UTI FTIF Series XX - IX (1104 Days) - Annual Div Option
UTI Mutual Fund,133078,UTI FTIF Series XX - IX (1104 Days) - Annual Div Option - Direct
UTI Mutual Fund,133070,UTI FTIF Series XX - IX (1104 Days) - Growth Option
UTI Mutual Fund,133071,UTI FTIF Series XX - IX (1104 Days) - Growth Option - Direct
UTI Mutual Fund,133074,UTI FTIF Series XX - IX (1104 Days) - Maturity Div Option - Direct
UTI Mutual Fund,133072,UTI FTIF Series XX - IX (1104 Days) - Quarterly Div Option
UTI Mutual Fund,133073,UTI FTIF Series XX - IX (1104 Days) - Quarterly Div Option - Direct
UTI Mutual Fund,132817,UTI FTIF Series XX - V (1100 Days) - Annual Div Option
UTI Mutual Fund,132812,UTI FTIF Series XX - V (1100 Days) - Annual Div Option - Direct
UTI Mutual Fund,132816,UTI FTIF Series XX - V (1100 Days) - Flexi Div Option
UTI Mutual Fund,132819,UTI FTIF Series XX - V (1100 Days) - Flexi Div Option - Direct
UTI Mutual Fund,132810,UTI FTIF Series XX - V (1100 Days) - Growth Option
UTI Mutual Fund,132811,UTI FTIF Series XX - V (1100 Days) - Growth Option - Direct
UTI Mutual Fund,132814,UTI FTIF Series XX - V (1100 Days) - Maturity Div Option
UTI Mutual Fund,132815,UTI FTIF Series XX - V (1100 Days) - Maturity Div Option - Direct
UTI Mutual Fund,132818,UTI FTIF Series XX - V (1100 Days) - Quarterly Div Option
UTI Mutual Fund,132813,UTI FTIF Series XX - V (1100 Days) - Quarterly Div Option - Direct
UTI Mutual Fund,132822,UTI FTIF Series XX - VI (1100 Days) - Annual Div Option  -Direct
UTI Mutual Fund,132826,UTI FTIF Series XX - VI (1100 Days) - Flexi Div Option
UTI Mutual Fund,132827,UTI FTIF Series XX - VI (1100 Days) - Growth Option
UTI Mutual Fund,132820,UTI FTIF Series XX - VI (1100 Days) - Growth Option - Direct
UTI Mutual Fund,132828,UTI FTIF Series XX - VI (1100 Days) - Maturity Div Option
UTI Mutual Fund,132825,UTI FTIF Series XX - VI (1100 Days) - Maturity Div Option - Direct
UTI Mutual Fund,132824,UTI FTIF series XX - VI (1100 Days) - Quarterly Div Option - Direct
UTI Mutual Fund,132821,UTI FTIF Series XX - VI (1100 Days) - Regular Plan - Annual Div Option
UTI Mutual Fund,132823,UTI FTIF Series XX - VI (1100 Days)- Quarterly Div Option
UTI Mutual Fund,132965,UTI FTIF Series XX - VII (1103 Days) - Annual Div Option
UTI Mutual Fund,132972,UTI FTIF Series XX - VII (1103 Days) - Flexi Div Option
UTI Mutual Fund,132963,UTI FTIF Series XX - VII (1103 Days) - Growth Option
UTI Mutual Fund,132964,UTI FTIF Series XX - VII (1103 Days) - Growth Option - Direct
UTI Mutual Fund,132966,UTI FTIF Series XX - VII (1103 Days) - Quarterly Div Option
UTI Mutual Fund,133100,UTI FTIF Series XX - X (1105 Days) - Annual Div Option - Direct
UTI Mutual Fund,133092,UTI FTIF Series XX - X (1105 Days) - Growth Option
UTI Mutual Fund,133093,UTI FTIF Series XX - X (1105 Days) - Growth Option - Direct
UTI Mutual Fund,133094,UTI FTIF Series XX - X (1105 Days) - Maturity Div Option
UTI Mutual Fund,133159,UTI FTIF Series XX - XI (1100 Days) - Annual Div Option
UTI Mutual Fund,133149,UTI FTIF Series XX - XI (1100 Days) - Annual Div Option - Direct
UTI Mutual Fund,133156,UTI FTIF Series XX - XI (1100 Days) - Growth Option
UTI Mutual Fund,133157,UTI FTIF Series XX - XI (1100 Days) - Growth Option - Direct
UTI Mutual Fund,133152,UTI FTIF Series XX - XI (1100 Days) - Maturity Div Option
UTI Mutual Fund,133153,UTI FTIF Series XX - XI (1100 Days) - Maturity Div Option - Direct
UTI Mutual Fund,133150,UTI FTIF Series XX - XI (1100 Days) - Quarterly Div Option
UTI Mutual Fund,133151,UTI FTIF Series XX - XI (1100 Days) - Quarterly Div Option - Direct
UTI Mutual Fund,133336,UTI FTIF Series XX - XII (1103 Days) - Annual Div Option
UTI Mutual Fund,133337,UTI FTIF Series XX - XII (1103 Days) - Annual Div Option - Direct
UTI Mutual Fund,133342,UTI FTIF Series XX - XII (1103 Days) - Flexi Div Option
UTI Mutual Fund,133334,UTI FTIF Series XX - XII (1103 Days) - Growth Option
UTI Mutual Fund,133335,UTI FTIF Series XX - XII (1103 Days) - Growth Option - Direct
UTI Mutual Fund,133340,UTI FTIF Series XX - XII (1103 Days) - Maturity Div Option
UTI Mutual Fund,133341,UTI FTIF Series XX - XII (1103 Days) - Maturity Div Option - Direct
UTI Mutual Fund,133338,UTI FTIF Series XX - XII (1103 Days) - Quarterly Div Option
UTI Mutual Fund,133339,UTI FTIF Series XX - XII (1103 Days) - Quarterly Div Option - Direct
UTI Mutual Fund,133453,UTI FTIF Series XX - XVI (1100 Days) Annual Div Option
UTI Mutual Fund,133447,UTI FTIF Series XX - XVI (1100 days) Annual Div Option - Direct
UTI Mutual Fund,133452,UTI FTIF Series XX - XVI (1100 Days) Flexi Div Option Direct
UTI Mutual Fund,133449,UTI FTIF Series XX - XVI (1100 Days) Growth Option
UTI Mutual Fund,133450,UTI FTIF Series XX - XVI (1100 Days) Growth Option Direct
UTI Mutual Fund,133451,UTI FTIF Series XX - XVI (1100 Days) Maturity Dividend Direct
UTI Mutual Fund,133448,UTI FTIF Series XX - XVI (1100 days) Quarterly Div Option
UTI Mutual Fund,133454,UTI FTIF Series XX - XVI (1100 Days) Quarterly Div Option - Direct
UTI Mutual Fund,133483,UTI FTIF Series XX - XVII (1102 Days) - Annual Div Option
UTI Mutual Fund,133478,UTI FTIF Series XX - XVII (1102 Days) - Annual Div Option - Direct
UTI Mutual Fund,133482,UTI FTIF Series XX - XVII (1102 Days) - Flexi Div Option
UTI Mutual Fund,133476,UTI FTIF Series XX - XVII (1102 Days) - Growth Option
UTI Mutual Fund,133474,UTI FTIF Series XX - XVII (1102 Days) - Growth Option - Direct
UTI Mutual Fund,133475,UTI FTIF Series XX - XVII (1102 Days) - Quarterly Div Option
UTI Mutual Fund,133026,UTI FTIF Series XX-VIII (1105 Days) - Growth Option
UTI Mutual Fund,133027,UTI FTIF Series XX-VIII (1105 Days) - Growth Option - Direct
UTI Mutual Fund,133020,UTI FTIF Series XX-VIII (1105 Days) - Quarterly Div Option
UTI Mutual Fund,133543,UTI FTIF Series XXI - I (1100 Days) - Annual Div Option
UTI Mutual Fund,133545,UTI FTIF Series XXI - I (1100 Days) - Annual Div Option - Direct
UTI Mutual Fund,133547,UTI FTIF Series XXI - I (1100 Days) - Flexi Div Option
UTI Mutual Fund,133540,UTI FTIF Series XXI - I (1100 Days) - Growth Option
UTI Mutual Fund,133541,UTI FTIF Series XXI - I (1100 Days) - Growth Option - Direct
UTI Mutual Fund,133546,UTI FTIF Series XXI - I (1100 Days) - Maturity Div Option
UTI Mutual Fund,133542,UTI FTIF Series XXI - I (1100 Days) - Quarterly Div Option
UTI Mutual Fund,133544,UTI FTIF Series XXI - I (1100 Days) - Quarterly Div Option - Direct
UTI Mutual Fund,133655,UTI FTIF Series XXI - II (1100 Days) - Annual Div Option
UTI Mutual Fund,133654,UTI FTIF Series XXI - II (1100 Days) - Annual Div Option - Direct
UTI Mutual Fund,133652,UTI FTIF Series XXI - II (1100 Days) - Flexi Div Option
UTI Mutual Fund,133656,UTI FTIF Series XXI - II (1100 Days) - Growth Option
UTI Mutual Fund,133648,UTI FTIF Series XXI - II (1100 Days) - Growth Option - Direct
UTI Mutual Fund,133657,UTI FTIF Series XXI - II (1100 Days) - Maturity Div Option
UTI Mutual Fund,133649,UTI FTIF Series XXI - II (1100 Days) - Quarterly Div Option
UTI Mutual Fund,133650,UTI FTIF Series XXI - II (1100 Days) - Quarterly Div Option - Direct
UTI Mutual Fund,133692,UTI FTIF Series XXI-III (1158 Days) - Annual Div Option
UTI Mutual Fund,133685,UTI FTIF Series XXI-III (1158 Days) - Annual Div Option - Direct
UTI Mutual Fund,133683,UTI FTIF Series XXI-III (1158 Days) - Growth Option
UTI Mutual Fund,133684,UTI FTIF series XXI-III (1158 Days) - Growth Option - Direct
UTI Mutual Fund,133687,UTI FTIF Series XXI-III (1158 Days) - Maturity Div Option - Direct
UTI Mutual Fund,133686,UTI FTIF Series XXI-III (1158 Days) - Quarterly Div Option
UTI Mutual Fund,133697,UTI FTIF Series XXI-IV (1146 Days) - Annual Div Option
UTI Mutual Fund,133696,UTI FTIF Series XXI-IV (1146 Days) - Annual Div Option - Direct
UTI Mutual Fund,133701,UTI FTIF Series XXI-IV (1146 Days) - Flexi Div Option
UTI Mutual Fund,133698,UTI FTIF Series XXI-IV (1146 Days) - Growth Option
UTI Mutual Fund,133693,UTI FTIF Series XXI-IV (1146 Days) - Growth Option - Direct
UTI Mutual Fund,133695,UTI FTIF Series XXI-IV (1146 Days) - Maturity Div Option
UTI Mutual Fund,133700,UTI FTIF Series XXI-IV (1146 Days) - Maturity Div Option - Direct
UTI Mutual Fund,133694,UTI FTIF Series XXI-IV (1146 Days) - Quarterly Div Option
UTI Mutual Fund,133699,UTI FTIF Series XXI-IV (1146 Days) - Quarterly Div Option - Direct
UTI Mutual Fund,134035,UTI FTIF Series XXI-VI (1145 Days) - Annual Div Option
UTI Mutual Fund,134032,UTI FTIF Series XXI-VI (1145 Days) - Flexi Div Option
UTI Mutual Fund,134028,UTI FTIF Series XXI-VI (1145 Days) - Growth Option
UTI Mutual Fund,134027,UTI FTIF Series XXI-VI (1145 Days) - Growth Option - Direct
UTI Mutual Fund,134031,UTI FTIF Series XXI-VI (1145 Days) - Maturity Div Option - Direct
UTI Mutual Fund,134029,UTI FTIF Series XXI-VI (1145 Days) - Quarterly Div Option
UTI Mutual Fund,134034,UTI FTIF Series XXI-VI (1145 Days) - Quarterly Div Option - Direct
UTI Mutual Fund,134090,UTI FTIF Series XXI-VII (1143 Days) - Annual Div Option
UTI Mutual Fund,134091,UTI FTIF Series XXI-VII (1143 Days) - Annual Div Option - Direct
UTI Mutual Fund,134088,UTI FTIF Series XXI-VII (1143 Days) - Growth Option
UTI Mutual Fund,134084,UTI FTIF Series XXI-VII (1143 Days) - Growth Option - Direct
UTI Mutual Fund,134092,UTI FTIF Series XXI-VII (1143 Days) - Maturity Div Option
UTI Mutual Fund,134085,UTI FTIF Series XXI-VII (1143 Days) - Quarterly Div Option
UTI Mutual Fund,134100,UTI FTIF Series XXI-VIII (1136 Days) - Annual Div Option
UTI Mutual Fund,134095,UTI FTIF Series XXI-VIII (1136 Days) - Annual Div Option - Direct
UTI Mutual Fund,134101,UTI FTIF Series XXI-VIII (1136 Days) - Growth Option
UTI Mutual Fund,134103,UTI FTIF Series XXI-VIII (1136 Days) - Maturity Div Option
UTI Mutual Fund,134096,UTI FTIF Series XXI-VIII (1136 Days) - Quarterly Div Option
UTI Mutual Fund,134094,UTI FTIF Series XXI-VIII (1136 Days)- Growth Option - Direct
UTI Mutual Fund,134268,UTI FTIF Series XXI-X (1112 Days) - Annual Div Option
UTI Mutual Fund,134269,UTI FTIF Series XXI-X (1112 Days) - Annual Div Option - Direct
UTI Mutual Fund,134274,UTI FTIF Series XXI-X (1112 Days) - Growth Option
UTI Mutual Fund,134266,UTI FTIF Series XXI-X (1112 Days) - Growth Option - Direct
UTI Mutual Fund,134275,UTI FTIF Series XXI-X (1112 Days) - Quarterly Div Option
UTI Mutual Fund,134267,UTI FTIF Series XXI-X (1112 Days) - Quarterly Div Option - Direct
UTI Mutual Fund,134281,UTI FTIF Series XXI-XI (1112 Days) - Annual Div Option - Direct
UTI Mutual Fund,134277,UTI FTIF Series XXI-XI (1112 Days) - Growth Option
UTI Mutual Fund,134278,UTI FTIF Series XXI-XI (1112 Days) - Growth Option - Direct
UTI Mutual Fund,134327,UTI FTIF Series XXI-XII (1106 Days) - Annual Div Option
UTI Mutual Fund,134329,UTI FTIF Series XXI-XII (1106 Days) - Annual Div Option - Direct
UTI Mutual Fund,134330,UTI FTIF Series XXI-XII (1106 Days) - Flexi Div Option
UTI Mutual Fund,134321,UTI FTIF Series XXI-XII (1106 Days) - Growth Option
UTI Mutual Fund,134322,UTI FTIF Series XXI-XII (1106 Days) - Growth Option - Direct
UTI Mutual Fund,134328,UTI FTIF Series XXI-XII (1106 Days) - Quarterly Div Option
UTI Mutual Fund,134438,UTI FTIF Series XXI-XIV (1103 Day) - Maturity Div Option - Direct
UTI Mutual Fund,134436,UTI FTIF Series XXI-XIV (1103 Days) - Annual Div Option - Direct
UTI Mutual Fund,134434,UTI FTIF Series XXI-XIV (1103 Days) - Growth Option
UTI Mutual Fund,134441,UTI FTIF Series XXI-XIV (1103 Days) - Growth Option - Direct
UTI Mutual Fund,134437,UTI FTIF Series XXI-XIV (1103 Days) - Quarterly Div Option - Direct
UTI Mutual Fund,134478,UTI FTIF series XXI-XV (1103 Days) - Annual Div Option
UTI Mutual Fund,134482,UTI FTIF Series XXI-XV (1103 Days) - Annual Div Option - Direct
UTI Mutual Fund,134479,UTI FTIF Series XXI-XV (1103 Days) - Flexi Div Option
UTI Mutual Fund,134474,UTI FTIF Series XXI-XV (1103 Days) - Growth Option
UTI Mutual Fund,134475,UTI FTIF Series XXI-XV (1103 Days) - Growth Option - Direct
UTI Mutual Fund,134481,UTI FTIF Series XXI-XV (1103 Days) - Maturity Div Option
UTI Mutual Fund,134483,UTI FTIF Series XXI-XV (1103 Days) - Maturity Div Option - Direct
UTI Mutual Fund,134476,UTI FTIF Series XXI-XV (1103 Days) - Quarterly Div Option
UTI Mutual Fund,134477,UTI FTIF Series XXI-XV (1103 Days) - Quarterly Div Option - Direct
UTI Mutual Fund,134531,UTI FTIF Series XXII-I (1099 Days) - Direct Plan - Annual Div Option
UTI Mutual Fund,134526,UTI FTIF Series XXII-I (1099 Days) - Direct Plan - Growth Option
UTI Mutual Fund,134528,UTI FTIF Series XXII-I (1099 Days) - Direct Plan - Maturity Div Option
UTI Mutual Fund,134530,UTI FTIF Series XXII-I (1099 Days) - Direct Plan - Quarterly Div Option
UTI Mutual Fund,134527,UTI FTIF Series XXII-I (1099 Days) - Regular Plan - Annual Div Option
UTI Mutual Fund,134525,UTI FTIF Series XXII-I (1099 Days) - Regular Plan - Flexi Div Option
UTI Mutual Fund,134522,UTI FTIF Series XXII-I (1099 Days) - Regular Plan - Growth Option
UTI Mutual Fund,134524,UTI FTIF Series XXII-I (1099 Days) - Regular Plan - Maturity Div Option
UTI Mutual Fund,134523,UTI FTIF Series XXII-I (1099 Days) - Regular Plan - Quarterly Div Option
UTI Mutual Fund,134649,UTI FTIF Series XXII-II (1099 Days) - Annual Div Option
UTI Mutual Fund,134654,UTI FTIF Series XXII-II (1099 Days) - Annual Div Option - Direct
UTI Mutual Fund,134652,UTI FTIF Series XXII-II (1099 Days) - Flexi Div Option
UTI Mutual Fund,134645,UTI FTIF Series XXII-II (1099 Days) - Growth Option
UTI Mutual Fund,134646,UTI FTIF Series XXII-II (1099 Days) - Growth Option - Direct
UTI Mutual Fund,134650,UTI FTIF Series XXII-II (1099 Days) - Maturity Div Option
UTI Mutual Fund,134651,UTI FTIF Series XXII-II (1099 Days) - Maturity Div Option - Direct
UTI Mutual Fund,134647,UTI FTIF Series XXII-II (1099 Days) - Quarterly Div Option
UTI Mutual Fund,134648,UTI FTIF Series XXII-II (1099 Days) - Quarterly Div Option - Direct
UTI Mutual Fund,134751,UTI FTIF Series XXII-III (1099 Days) - Direct Plan  - Maturity Div Option
UTI Mutual Fund,134752,UTI FTIF Series XXII-III (1099 Days) - Direct Plan - Annual Div Option
UTI Mutual Fund,134747,UTI FTIF Series XXII-III (1099 Days) - Direct Plan - Growth Option
UTI Mutual Fund,134748,UTI FTIF Series XXII-III (1099 Days) - Direct Plan - Quarterly Div Option
UTI Mutual Fund,134746,UTI FTIF Series XXII-III (1099 Days) - Regular Plan  - Flexi Div Option
UTI Mutual Fund,134745,UTI FTIF Series XXII-III (1099 Days) - Regular Plan - Annual Div Option
UTI Mutual Fund,134750,UTI FTIF Series XXII-III (1099 Days) - Regular Plan - Growth Option
UTI Mutual Fund,134753,UTI FTIF Series XXII-III (1099 Days) - Regular Plan - Maturity Div Option
UTI Mutual Fund,134744,UTI FTIF Series XXII-III (1099 Days) - Regular Plan - Quarterly Div Option
UTI Mutual Fund,134796,UTI FTIF Series XXII-IV (1098 Days) - Direct Plan - Annual Div Option
UTI Mutual Fund,134793,UTI FTIF Series XXII-IV (1098 Days) - Direct Plan - Growth Option
UTI Mutual Fund,134798,UTI FTIF Series XXII-IV (1098 Days) - Direct Plan - Maturity Div Option
UTI Mutual Fund,134795,UTI FTIF Series XXII-IV (1098 Days) - Direct Plan - Quarterly Div Option
UTI Mutual Fund,134790,UTI FTIF Series XXII-IV (1098 Days) - Regular Plan - Annual Div Option
UTI Mutual Fund,134797,UTI FTIF Series XXII-IV (1098 Days) - Regular Plan - Growth Option
UTI Mutual Fund,134792,UTI FTIF Series XXII-IV (1098 Days) - Regular Plan - Maturity Div Option
UTI Mutual Fund,134789,UTI FTIF Series XXII-IV (1098 Days) - Regular Plan - Quarterly Div Option
UTI Mutual Fund,135029,UTI FTIF Series XXII-IX (1099 Days) - Direct Plan - Growth Option
UTI Mutual Fund,135025,UTI FTIF Series XXII-IX (1099 Days) - Regular Plan - Growth Option
UTI Mutual Fund,135032,UTI FTIF Series XXII-IX (1099 Days) - Regular Plan - Maturity Div Option
UTI Mutual Fund,135026,UTI FTIF Series XXII-IX (1099 Days) - Regular Plan - Quarterly Div Option
UTI Mutual Fund,134978,UTI FTIF Series XXII-VI (1098 Days) -  Regular Plan - Growth Option
UTI Mutual Fund,134981,UTI FTIF Series XXII-VI (1098 Days) - Direct Plan - Annual Div Option
UTI Mutual Fund,134985,UTI FTIF Series XXII-VI (1098 Days) - Direct Plan - Growth Option
UTI Mutual Fund,134979,UTI FTIF Series XXII-VI (1098 Days) - Regular Plan - Annual Div Option
UTI Mutual Fund,134984,UTI FTIF Series XXII-VI (1098 Days) - Regular Plan - Flexi Div Option
UTI Mutual Fund,134980,UTI FTIF Series XXII-VI (1098 Days) - Regular Plan - Maturity Div Option
UTI Mutual Fund,134983,UTI FTIF Series XXII-VI (1098 Days) - Regular Plan - Quarterly Div Option
UTI Mutual Fund,134993,UTI FTIF Series XXII-VII (1098 Days) - Direct Plan - Growth Option
UTI Mutual Fund,134994,UTI FTIF Series XXII-VII (1098 Days) - Direct Plan - Quarterly Div Option
UTI Mutual Fund,134990,UTI FTIF Series XXII-VII (1098 Days) - Regular Plan - Annual Div Option
UTI Mutual Fund,134992,UTI FTIF Series XXII-VII (1098 Days) - Regular Plan - Flexi Div Option
UTI Mutual Fund,134988,UTI FTIF Series XXII-VII (1098 Days) - Regular Plan - Growth Option
UTI Mutual Fund,134991,UTI FTIF Series XXII-VII (1098 Days) - Regular Plan - Maturity Div Option
UTI Mutual Fund,134989,UTI FTIF Series XXII-VII (1098 Days) - Regular Plan - Quarterly Div Option
UTI Mutual Fund,135023,UTI FTIF Series XXII-VIII (1099 Days) - Direct Plan - Annual Div Option
UTI Mutual Fund,135019,UTI FTIF Series XXII-VIII (1099 Days) - Direct Plan - Growth Option
UTI Mutual Fund,135024,UTI FTIF Series XXII-VIII (1099 Days) - Direct Plan - Maturity Div Option
UTI Mutual Fund,135020,UTI FTIF Series XXII-VIII (1099 Days) - Direct Plan - Quarterly Div Option
UTI Mutual Fund,135022,UTI FTIF Series XXII-VIII (1099 Days) - Regular Plan - Annual Div Option
UTI Mutual Fund,135015,UTI FTIF Series XXII-VIII (1099 Days) - Regular Plan - Growth Option
UTI Mutual Fund,135017,UTI FTIF Series XXII-VIII (1099 Days) - Regular Plan - Maturity Div Option
UTI Mutual Fund,135016,UTI FTIF Series XXII-VIII (1099 Days) - Regular Plan - Quarterly Div Option
UTI Mutual Fund,135045,UTI FTIF Series XXII-X (1098 Days) - Direct Plan - Growth Option
UTI Mutual Fund,135044,UTI FTIF series XXII-X (1098 Days) - Regular Plan - Growth Option
UTI Mutual Fund,135070,UTI FTIF Series XXII-XI (1098 Days) - Direct Plan - Growth Option
UTI Mutual Fund,135066,UTI FTIF Series XXII-XI (1098 Days) - Regular Plan - Growth Option
UTI Mutual Fund,135209,UTI FTIF Series XXII-XII (1100 Days) - Direct Plan - Annual Div Option
UTI Mutual Fund,135207,UTI FTIF Series XXII-XII (1100 Days) - Direct Plan - Growth Option
UTI Mutual Fund,135208,UTI FTIF Series XXII-XII (1100 Days) - Direct Plan - Quarterly Div Option
UTI Mutual Fund,135206,UTI FTIF Series XXII-XII (1100 Days) - Flexi Div Option
UTI Mutual Fund,135204,UTI FTIF Series XXII-XII (1100 Days) - Maturity Div Option
UTI Mutual Fund,135203,UTI FTIF Series XXII-XII (1100 Days) - Regular Plan - Annual Div Option
UTI Mutual Fund,135202,UTI FTIF Series XXII-XII (1100 Days) - Regular Plan - Growth Option
UTI Mutual Fund,135205,UTI FTIF Series XXII-XII (1100 Days) - Regular Plan - Quarterly Div Option
UTI Mutual Fund,135263,UTI FTIF Series XXII-XIII (1100 Days) - Direct Plan - Annual Div Option
UTI Mutual Fund,135267,UTI FTIF Series XXII-XIII (1100 Days) - Direct Plan - Growth Option
UTI Mutual Fund,135266,UTI FTIF Series XXII-XIII (1100 Days) - Direct Plan - Maturity Div Option
UTI Mutual Fund,135264,UTI FTIF Series XXII-XIII (1100 Days) - Direct Plan - Quarterly Div Option
UTI Mutual Fund,135261,UTI FTIF Series XXII-XIII (1100 Days) - Regular Plan - Annual Div Option
UTI Mutual Fund,135260,UTI FTIF Series XXII-XIII (1100 Days) - Regular Plan - Flexi Div Option
UTI Mutual Fund,135258,UTI FTIF Series XXII-XIII (1100 Days) - Regular Plan - Growth Option
